the,match,phase,detail,notes,game_date,A,player_A,a,b,player_B,B,others
75,王将戦,一次予選,5組,3回戦,2025-04-18,☖,北浜健介,★,☆,黒田尭之,☗,
75,王将戦,一次予選,6組,3回戦,2025-04-18,☖,石川優太,☆,★,福崎文吾,☗,
75,NHK杯,本戦,1回戦,第7局,2025-04-18,☗,広瀬章人,★,☆,石川優太,☖,2025-05-18
56,新人戦,トーナメント,3回戦,,2025-04-18,☗,斎藤明日斗,☆,★,横山友紀,☖,
10,叡王戦,五番勝負,第2局,,2025-04-19,☖,伊藤匠,☆,★,斎藤慎太郎,☗,2025
38,竜王戦,4組,ランキング戦,3回戦,2025-04-21,☖,高崎一生,★,☆,青嶋未来,☗,
38,竜王戦,5組,昇級者決定戦,2回戦,2025-04-21,☖,中村太地,☆,★,渡辺正和,☗,
75,王将戦,一次予選,1組,3回戦,2025-04-21,☗,三枚堂達也,☆,★,丸山忠久,☖,
38,竜王戦,6組,ランキング戦,4回戦,2025-04-22,☗,西田拓也,★,☆,上野裕寿,☖,
38,竜王戦,6組,昇級者決定戦,1回戦,2025-04-22,☖,有森浩三,☆,★,福崎文吾,☗,
66,王位戦,挑戦者決定リーグ紅組,4回戦,,2025-04-22,☗,佐々木勇気,☆,★,佐々木大地,☖,
66,王位戦,挑戦者決定リーグ白組,3回戦,,2025-04-22,☖,永瀬拓矢,☆,★,斎藤慎太郎,☗,
51,棋王戦,予選,準決勝,7組,2025-04-22,☗,井田明宏,★,☆,古賀悠聖,☖,
38,竜王戦,1組,出場者決定戦,準決勝,2025-04-23,☖,森内俊之,☆,★,佐藤康光,☗,
38,竜王戦,5組,ランキング戦,3回戦,2025-04-23,☗,星野良生,★,☆,長谷部浩平,☖,
38,竜王戦,5組,昇級者決定戦,1回戦,2025-04-23,☗,井出隼平,☆,★,畠山鎮,☖,
38,竜王戦,6組,昇級者決定戦,1回戦,2025-04-23,☖,瀬川晶司,☆,★,富岡英作,☗,
38,竜王戦,6組,昇級者決定戦,1回戦,2025-04-23,☗,牧野光則,☆,★,脇謙二,☖,
38,竜王戦,6組,昇級者決定戦,1回戦,2025-04-23,☗,齊藤裕也,☆,★,増田裕司,☖,
38,竜王戦,6組,昇級者決定戦,1回戦,2025-04-23,☖,岡崎洋,☆,★,木下浩一,☗,
38,竜王戦,6組,昇級者決定戦,2回戦,2025-04-23,☗,勝又清和,☆,★,島朗,☖,
51,棋王戦,予選,3回戦,1組,2025-04-23,☗,藤森哲也,★,☆,阿部健治郎,☖,
33,銀河戦,本戦,Eブロック,7回戦,2025-04-23,☗,鈴木大介,★,☆,渡辺和史,☖,2025-07-03
33,銀河戦,本戦,Eブロック,8回戦,2025-04-23,☗,横山泰明,★,☆,渡辺和史,☖,2025-07-31
38,竜王戦,2組,ランキング戦,準決勝,2025-04-24,☖,高見泰地,☆,★,稲葉陽,☗,
38,竜王戦,4組,昇級者決定戦,2回戦,2025-04-24,☗,渡辺大夢,☆,★,佐藤紳哉,☖,
38,竜王戦,5組,昇級者決定戦,1回戦,2025-04-24,☖,真田圭一,★,☆,片上大輔,☗,
38,竜王戦,6組,昇級者決定戦,1回戦,2025-04-24,☗,宮嶋健太,☆,★,大平武洋,☖,
38,竜王戦,6組,昇級者決定戦,1回戦,2025-04-24,☖,畠山成幸,☆,★,森本才跳,☗,
38,竜王戦,6組,昇級者決定戦,1回戦,2025-04-24,☗,今泉健司,☆,★,中田功,☖,
38,竜王戦,6組,昇級者決定戦,2回戦,2025-04-24,☗,山川泰熙,★,☆,小山怜央,☖,
38,竜王戦,6組,昇級者決定戦,2回戦,2025-04-24,☗,長岡裕也,★,☆,冨田誠也,☖,
73,王座戦,挑戦者決定トーナメント,1回戦,,2025-04-24,☗,千田翔太,★,☆,菅井竜也,☖,
73,王座戦,挑戦者決定トーナメント,1回戦,,2025-04-24,☗,広瀬章人,☆,★,斎藤慎太郎,☖,
73,王座戦,挑戦者決定トーナメント,1回戦,,2025-04-24,☗,伊藤匠,☆,★,山崎隆之,☖,
38,竜王戦,1組,ランキング戦,準決勝,2025-04-25,☖,木村一基,★,☆,八代弥,☗,
38,竜王戦,6組,昇級者決定戦,1回戦,2025-04-25,☗,宮本広志,☆,★,浦野真彦,☖,
38,竜王戦,6組,昇級者決定戦,1回戦,2025-04-25,☗,藤原直哉,☆,★,山本真也,☖,
38,竜王戦,6組,昇級者決定戦,1回戦,2025-04-25,☗,堀口一史座,★,☆,所司和晴,☖,
38,竜王戦,6組,昇級者決定戦,1回戦,2025-04-25,☖,松本佳介,☆,★,高野秀行,☗,
38,竜王戦,6組,昇級者決定戦,2回戦,2025-04-25,☖,南芳一,★,☆,柵木幹太,☗,
73,王座戦,挑戦者決定トーナメント,1回戦,,2025-04-25,☖,久保利明,★,☆,屋敷伸之,☗,
73,王座戦,挑戦者決定トーナメント,1回戦,,2025-04-25,☗,郷田真隆,☆,★,丸山忠久,☖,
96,棋聖戦,挑戦者決定戦,,,2025-04-25,☖,永瀬拓矢,★,☆,杉本和陽,☗,
51,棋王戦,予選,3回戦,5組,2025-04-25,☗,佐々木大地,☆,★,日浦市郎,☖,
75,王将戦,一次予選,2組,3回戦,2025-04-25,☖,青嶋未来,☆,★,石田直裕,☗,
75,王将戦,一次予選,3組,3回戦,2025-04-25,☗,佐藤和俊,★,☆,及川拓馬,☖,
75,NHK杯,本戦,1回戦,第8局,2025-04-25,☗,石井健太郎,★,☆,服部慎一郎,☖,2025-05-25
66,王位戦,挑戦者決定リーグ紅組,2回戦,,2025-04-29,☗,佐々木大地,□,■,渡辺明,☖,
66,王位戦,挑戦者決定リーグ白組,4回戦,,2025-04-29,☖,古賀悠聖,☆,★,杉本和陽,☗,
38,竜王戦,3組,ランキング戦,準決勝,2025-04-30,☖,及川拓馬,★,☆,近藤誠也,☗,
38,竜王戦,3組,ランキング戦,準決勝,2025-04-30,☖,佐々木大地,★,☆,服部慎一郎,☗,
38,竜王戦,2組,昇級者決定戦,1回戦,2025-04-30,☗,藤井猛,☆,★,阿部健治郎,☖,
38,竜王戦,2組,昇級者決定戦,1回戦,2025-04-30,☗,都成竜馬,☆,★,佐々木慎,☖,
38,竜王戦,2組,昇級者決定戦,1回戦,2025-04-30,☗,本田奎,★,☆,澤田真吾,☖,
38,竜王戦,3組,昇級者決定戦,2回戦,2025-04-30,☖,増田康宏,★,☆,屋敷伸之,☗,
38,竜王戦,4組,昇級者決定戦,2回戦,2025-04-30,☗,西川和宏,★,☆,渡辺和史,☖,
83,名人戦,七番勝負,第2局,,2025-04-30,☗,藤井聡太,☆,★,永瀬拓矢,☖,2025
66,王位戦,挑戦者決定リーグ白組,2回戦,,2025-04-30,☖,斎藤慎太郎,☆,★,羽生善治,☗,
51,棋王戦,予選,準決勝,2組,2025-04-30,☖,吉池隆真,☆,★,井出隼平,☗,
75,王将戦,一次予選,5組,準決勝,2025-04-30,☗,黒田尭之,☆,★,山崎隆之,☖,
38,竜王戦,4組,ランキング戦,準決勝,2025-05-01,☗,狩山幹生,☆,★,青嶋未来,☖,
38,竜王戦,6組,ランキング戦,準々決勝,2025-05-01,☖,獺ヶ口笑保人,★,☆,古森悠太,☗,
38,竜王戦,3組,昇級者決定戦,2回戦,2025-05-01,☖,行方尚史,☆,★,大石直嗣,☗,
38,竜王戦,4組,昇級者決定戦,2回戦,2025-05-01,☗,折田翔吾,☆,★,飯島栄治,☖,
38,竜王戦,4組,昇級者決定戦,2回戦,2025-05-01,☖,高橋道雄,★,☆,村山慈明,☗,
38,竜王戦,5組,昇級者決定戦,2回戦,2025-05-01,☗,矢倉規広,★,☆,門倉啓太,☖,
38,竜王戦,6組,昇級者決定戦,2回戦,2025-05-01,☖,神崎健二,☆,★,長沼洋,☗,
38,竜王戦,6組,昇級者決定戦,1回戦,2025-05-01,☖,小倉久史,★,☆,森下卓,☗,
38,竜王戦,6組,昇級者決定戦,2回戦,2025-05-01,☖,神谷広志,★,☆,中村亮介,☗,
51,棋王戦,予選,3回戦,4組,2025-05-01,☖,小山直希,☆,★,木村一基,☗,
75,NHK杯,本戦,1回戦,第9局,2025-05-01,☗,西山朋佳,★,☆,村中秀史,☖,2025-06-01
38,竜王戦,4組,ランキング戦,準決勝,2025-05-02,☖,井田明宏,★,☆,石田直裕,☗,
38,竜王戦,5組,ランキング戦,準決勝,2025-05-02,☖,山下数毅三段,☆,★,山本博志,☗,
38,竜王戦,5組,ランキング戦,準決勝,2025-05-02,☗,長谷部浩平,★,☆,高田明浩,☖,
38,竜王戦,6組,ランキング戦,準々決勝,2025-05-02,☗,上野裕寿,☆,★,平藤眞吾,☖,
38,竜王戦,5組,昇級者決定戦,2回戦,2025-05-02,☖,藤森哲也,★,☆,藤本渚,☗,
38,竜王戦,6組,昇級者決定戦,1回戦,2025-05-02,☗,上村亘,☆,★,田中悠一,☖,
38,竜王戦,6組,昇級者決定戦,1回戦,2025-05-02,☗,泉正樹,☆,★,豊川孝弘,☖,
38,竜王戦,6組,昇級者決定戦,2回戦,2025-05-02,☖,安用寺孝功,★,☆,黒田尭之,☗,
66,王位戦,挑戦者決定リーグ紅組,3回戦,,2025-05-02,☗,丸山忠久,☆,★,八代弥,☖,
73,王座戦,挑戦者決定トーナメント,1回戦,,2025-05-02,☖,斎藤明日斗,☆,★,鈴木大介,☗,
51,棋王戦,予選,3回戦,1組,2025-05-02,☗,村中秀史,★,☆,杉本和陽,☖,
51,棋王戦,予選,準決勝,3組,2025-05-02,☖,高野智史,★,☆,小山怜央,☗,
75,王将戦,一次予選,1組,準決勝,2025-05-02,☖,松尾歩,☆,★,深浦康市,☗,
75,王将戦,一次予選,2組,3回戦,2025-05-02,☗,片上大輔,☆,★,佐々木大地,☖,
75,王将戦,一次予選,4組,準決勝,2025-05-02,☖,柵木幹太,★,☆,岡部怜央,☗,
75,王将戦,一次予選,4組,準決勝,2025-05-02,☖,郷田真隆,★,☆,石井健太郎,☗,
73,王座戦,挑戦者決定トーナメント,1回戦,,2025-05-03,☗,佐々木勇気,★,☆,永瀬拓矢,☖,
10,叡王戦,五番勝負,第3局,,2025-05-04,☗,伊藤匠,☆,★,斎藤慎太郎,☖,2025
38,竜王戦,5組,昇級者決定戦,2回戦,2025-05-07,☗,中川大輔,☆,★,田村康介,☖,
66,王位戦,挑戦者決定リーグ紅組,5回戦,,2025-05-07,☖,八代弥,□,■,渡辺明,☗,
66,王位戦,挑戦者決定リーグ紅組,5回戦,,2025-05-07,☗,佐々木大地,☆,★,丸山忠久,☖,
66,王位戦,挑戦者決定リーグ紅組,5回戦,,2025-05-07,☖,佐々木勇気,☆,★,大橋貴洸,☗,
66,王位戦,挑戦者決定リーグ白組,5回戦,,2025-05-07,☗,古賀悠聖,☆,★,斎藤慎太郎,☖,
66,王位戦,挑戦者決定リーグ白組,5回戦,,2025-05-07,☗,羽生善治,☆,★,杉本和陽,☖,
66,王位戦,挑戦者決定リーグ白組,5回戦,,2025-05-07,☖,永瀬拓矢,☆,★,都成竜馬,☗,
33,銀河戦,本戦,Hブロック,7回戦,2025-05-07,☗,行方尚史,★,☆,高崎一生,☖,2025-07-15
33,銀河戦,本戦,Hブロック,8回戦,2025-05-07,☗,高崎一生,☆,★,高見泰地,☖,2025-08-12
38,竜王戦,6組,ランキング戦,準決勝,2025-05-08,☖,小山直希,★,☆,古森悠太,☗,
38,竜王戦,4組,昇級者決定戦,2回戦,2025-05-08,☖,北島忠雄,☆,★,野月浩貴,☗,
38,竜王戦,6組,昇級者決定戦,2回戦,2025-05-08,☗,日浦市郎,★,☆,佐藤秀司,☖,
51,棋王戦,予選,準決勝,2組,2025-05-08,☖,星野良生,★,☆,遠山雄亮,☗,
51,棋王戦,予選,準決勝,5組,2025-05-08,☗,戸辺誠,☆,★,松本佳介,☖,
33,銀河戦,本戦,Dブロック,8回戦,2025-05-08,☗,村山慈明,★,☆,服部慎一郎,☖,2025-07-29
33,銀河戦,本戦,Dブロック,9回戦,2025-05-08,☗,三浦弘行,☆,★,服部慎一郎,☖,2025-08-26
75,NHK杯,本戦,1回戦,第10局,2025-05-08,☗,高田明浩,☆,★,西尾明,☖,2025-06-08
51,棋王戦,予選,準決勝,1組,2025-05-09,☗,阿部健治郎,★,☆,梶浦宏孝,☖,
51,棋王戦,予選,準決勝,3組,2025-05-09,☖,松尾歩,★,☆,及川拓馬,☗,
33,銀河戦,本戦,Fブロック,7回戦,2025-05-09,☗,古賀悠聖,★,☆,郷田真隆,☖,2025-07-08
33,銀河戦,本戦,Fブロック,8回戦,2025-05-09,☗,郷田真隆,★,☆,青嶋未来,☖,2025-08-05
83,名人戦,七番勝負,第3局,,2025-05-10,☖,藤井聡太,☆,★,永瀬拓矢,☗,2025
38,竜王戦,5組,ランキング戦,決勝,2025-05-12,☗,山下数毅三段,☆,★,高田明浩,☖,
75,王将戦,一次予選,3組,準決勝,2025-05-12,☖,小山怜央,☆,★,村中秀史,☗,
38,竜王戦,2組,ランキング戦,準決勝,2025-05-13,☗,羽生善治,★,☆,永瀬拓矢,☖,
38,竜王戦,6組,ランキング戦,準決勝,2025-05-13,☗,上野裕寿,★,☆,谷合廣紀,☖,
38,竜王戦,3組,昇級者決定戦,1回戦,2025-05-13,☖,鈴木大介,☆,★,佐藤和俊,☗,
75,王将戦,一次予選,1組,準決勝,2025-05-13,☖,梶浦宏孝,★,☆,三枚堂達也,☗,
75,王将戦,一次予選,2組,準決勝,2025-05-13,☗,松本佳介,★,☆,片上大輔,☖,
33,銀河戦,本戦,Aブロック,8回戦,2025-05-13,☗,及川拓馬,☆,★,深浦康市,☖,2025-07-17
33,銀河戦,本戦,Aブロック,9回戦,2025-05-13,☗,澤田真吾,☆,★,及川拓馬,☖,2025-08-14
38,竜王戦,1組,出場者決定戦,1回戦,2025-05-14,☗,郷田真隆,☆,★,広瀬章人,☖,
38,竜王戦,4組,昇級者決定戦,2回戦,2025-05-14,☗,中村修,☆,★,谷川浩司,☖,
33,銀河戦,本戦,Cブロック,8回戦,2025-05-14,☗,阿久津主税,★,☆,石井健太郎,☖,2025-07-24
33,銀河戦,本戦,Cブロック,9回戦,2025-05-14,☗,山崎隆之,☆,★,石井健太郎,☖,2025-08-21
38,竜王戦,1組,出場者決定戦,決勝,2025-05-15,☖,森内俊之,☆,★,三浦弘行,☗,
38,竜王戦,6組,昇級者決定戦,2回戦,2025-05-15,☗,佐藤慎一,☆,★,藤原直哉,☖,
38,竜王戦,6組,昇級者決定戦,2回戦,2025-05-15,☖,齊藤裕也,☆,★,有森浩三,☗,
33,銀河戦,本戦,Bブロック,8回戦,2025-05-15,☗,木村一基,★,☆,藤本渚,☖,2025-07-22
33,銀河戦,本戦,Bブロック,9回戦,2025-05-15,☗,羽生善治,☆,★,藤本渚,☖,2025-08-19
75,NHK杯,本戦,1回戦,第11局,2025-05-15,☗,斎藤慎太郎,☆,★,三浦弘行,☖,2025-06-15
38,竜王戦,3組,ランキング戦,決勝,2025-05-16,☗,近藤誠也,☆,★,服部慎一郎,☖,
38,竜王戦,6組,昇級者決定戦,2回戦,2025-05-16,☗,牧野光則,★,☆,畠山成幸,☖,
38,竜王戦,6組,昇級者決定戦,2回戦,2025-05-16,☗,今泉健司,☆,★,宮本広志,☖,
51,棋王戦,予選,準決勝,1組,2025-05-16,☗,丸山忠久,☆,★,杉本和陽,☖,
51,棋王戦,予選,準決勝,5組,2025-05-16,☗,関矢寛之アマ,★,☆,佐々木大地,☖,
75,王将戦,一次予選,3組,準決勝,2025-05-16,☖,及川拓馬,☆,★,横山泰明,☗,
33,銀河戦,本戦,Gブロック,8回戦,2025-05-16,☗,松尾歩,★,☆,佐々木慎,☖,2025-08-07
33,銀河戦,本戦,Gブロック,9回戦,2025-05-16,☗,佐々木慎,★,☆,糸谷哲郎,☖,2025-09-04
83,名人戦,七番勝負,第4局,,2025-05-17,☗,藤井聡太,千,千,永瀬拓矢,☖,2025
15,青流戦,トーナメント,2回戦,,2025-05-17,☗,齊藤裕也,★,☆,徳田拳士,☖,
15,青流戦,トーナメント,2回戦,,2025-05-17,☗,炭崎俊毅,★,☆,山下数毅三段,☖,
83,名人戦,七番勝負,第4局,,2025-05-18,☖,藤井聡太,★,☆,永瀬拓矢,☗,2025
73,王座戦,挑戦者決定トーナメント,1回戦,,2025-05-19,☗,羽生善治,☆,★,及川拓馬,☖,
75,王将戦,一次予選,6組,準決勝,2025-05-19,☗,古賀悠聖,★,☆,石川優太,☖,
38,竜王戦,4組,ランキング戦,決勝,2025-05-20,☖,狩山幹生,★,☆,石田直裕,☗,
73,王座戦,挑戦者決定トーナメント,2回戦,,2025-05-20,☗,屋敷伸之,☆,★,斎藤明日斗,☖,
51,棋王戦,予選,準決勝,4組,2025-05-20,☗,小山直希,☆,★,飯島栄治,☖,
75,王将戦,一次予選,2組,準決勝,2025-05-20,☗,青嶋未来,★,☆,渡辺和史,☖,
15,青流戦,トーナメント,1回戦,,2025-05-20,☖,渋江朔矢三段,★,☆,慶田義法アマ,☗,
15,青流戦,トーナメント,2回戦,,2025-05-20,☖,柵木幹太,☆,★,慶田義法アマ,☗,
97,棋聖戦,一次予選,ト組,1回戦,2025-05-21,☖,阿部隆,★,☆,折田翔吾,☗,
97,棋聖戦,一次予選,ト組,2回戦,2025-05-21,☗,折田翔吾,☆,★,黒田尭之,☖,
51,棋王戦,予選,準決勝,4組,2025-05-21,☖,山川泰熙,☆,★,郷田真隆,☗,
51,棋王戦,予選,準決勝,6組,2025-05-21,☖,出口若武,★,☆,高田明浩,☗,
75,王将戦,一次予選,4組,決勝,2025-05-21,☗,岡部怜央,☆,★,石井健太郎,☖,
38,竜王戦,1組,出場者決定戦,決勝,2025-05-22,☗,木村一基,☆,★,菅井竜也,☖,
38,竜王戦,6組,昇級者決定戦,3回戦,2025-05-22,☗,柵木幹太,☆,★,冨田誠也,☖,
38,竜王戦,5組,残留決定戦,1回戦,2025-05-22,☗,真田圭一,★,☆,先崎学,☖,
